,label,det_id,start_region,overall_time,start_region_time,end_region_time,no_region_time,end_region
529,car,448,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
530,car,449,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
531,car,450,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
532,car,451,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
533,car,452,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
534,car,453,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
535,car,454,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
536,car,455,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
537,car,456,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
538,car,457,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
539,car,458,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
540,car,459,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
541,car,460,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
542,car,461,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
543,car,462,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
544,car,463,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
545,car,464,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
546,car,465,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
547,car,466,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
548,car,467,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
549,car,468,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
550,car,469,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
551,car,470,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
552,car,471,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
553,car,472,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
554,car,473,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
555,car,474,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
556,car,475,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
557,car,476,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
558,car,477,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
559,car,478,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
560,car,479,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
561,car,480,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
562,car,481,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
563,car,482,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
564,car,483,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
565,car,484,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
566,car,485,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
567,car,486,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
568,car,487,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
569,car,488,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
570,car,489,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
571,car,490,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
572,car,491,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
573,car,492,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
574,car,493,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
575,car,494,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
576,car,495,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
577,car,496,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
578,car,497,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
579,car,498,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
580,car,499,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
581,car,500,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
582,car,501,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
583,car,502,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
584,car,503,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
585,car,504,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
586,car,505,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
587,car,506,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
588,car,507,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
589,car,508,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
590,car,509,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
591,car,510,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
592,car,511,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
593,car,512,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
594,car,513,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
595,car,514,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
596,car,515,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
597,car,516,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
598,car,517,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
599,car,518,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
600,car,519,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
601,car,520,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
602,car,521,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
603,car,522,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
604,car,523,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
605,car,524,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
606,car,525,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
607,car,526,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
608,car,527,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
609,car,528,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
610,car,529,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
611,car,530,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
612,car,531,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
613,car,532,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
614,car,533,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
615,car,534,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
616,car,535,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
617,car,536,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
618,car,537,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
619,car,538,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
620,car,539,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
621,car,540,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
622,car,541,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
623,car,542,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
624,car,543,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
625,car,544,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
626,car,545,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
627,car,546,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
628,car,547,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
629,car,548,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
630,car,549,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
631,car,550,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
632,car,551,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
633,car,552,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
634,car,553,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
635,car,554,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
636,car,555,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
637,car,556,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
638,car,557,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
639,car,558,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
640,car,559,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
641,car,560,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
642,car,561,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
643,car,562,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
644,car,563,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
645,car,564,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
646,car,565,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
647,car,566,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
648,car,567,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
649,car,568,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
650,car,569,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
651,car,570,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
652,car,571,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
653,car,572,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
654,car,573,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
655,car,574,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
656,car,575,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
657,car,576,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
658,car,577,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
659,car,578,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
660,car,579,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
661,car,580,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
662,car,581,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
663,car,582,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
664,car,583,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
665,car,584,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
666,car,585,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
667,car,586,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
668,car,587,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
669,car,588,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
670,car,589,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
671,car,590,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
672,car,591,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
673,car,592,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
674,car,593,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
675,car,594,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
676,car,595,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
677,car,596,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
678,car,597,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
679,car,598,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
680,car,599,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
681,car,600,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
682,car,601,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
683,car,602,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
684,car,603,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
685,car,604,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
686,car,605,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
687,car,606,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
688,car,607,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
689,car,608,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
690,car,609,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
691,car,610,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
692,car,611,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
693,car,612,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
694,car,613,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
695,car,614,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
696,car,615,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
697,car,616,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
698,car,617,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
699,car,618,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
700,car,619,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
701,car,620,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
702,car,621,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
703,car,622,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
704,car,623,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
705,car,624,West_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
706,car,625,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
707,car,626,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
708,car,627,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
709,car,628,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
710,car,629,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
711,car,630,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
712,car,631,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
713,car,632,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
714,car,633,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
715,car,634,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
716,car,635,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
717,car,636,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
718,car,637,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
719,car,638,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
720,car,639,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
721,car,640,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
722,car,641,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
723,car,642,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
724,car,643,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
725,car,644,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
726,car,645,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
727,car,646,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
728,car,647,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
729,car,648,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
730,car,649,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
731,car,650,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
732,car,651,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
733,car,652,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
734,car,653,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
735,car,654,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
736,car,655,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
737,car,656,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
738,car,657,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
739,car,658,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
740,car,659,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
741,car,660,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
742,car,661,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
743,car,662,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
744,car,663,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
745,car,664,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
746,car,665,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
747,car,666,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
748,car,667,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
749,car,668,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
750,car,669,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
751,car,670,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
752,car,671,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
753,car,672,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
754,car,673,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
755,car,674,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
756,car,675,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
757,car,676,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
758,car,677,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
759,car,678,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
760,car,679,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
761,car,680,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
762,car,681,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
763,car,682,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
764,car,683,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
765,car,684,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
766,car,685,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
767,car,686,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
768,car,687,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
769,car,688,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
770,car,689,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
771,car,690,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
772,car,691,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
773,car,692,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
774,car,693,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
775,car,694,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
776,car,695,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
777,car,696,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
778,car,697,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
779,car,698,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
780,car,699,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
781,car,700,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
782,car,701,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
783,car,702,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
784,car,703,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
785,car,704,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
786,car,705,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
787,car,706,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
788,car,707,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
789,car,708,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
790,car,709,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
791,car,710,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
